Image,brisque,nrqm,pi,nima,paq2piq,cnniqa,dbcnn,musiq-ava,musiq-koniq,musiq-spaq,clipiqa,clipiqa+,tre-koniq,topiq_nr,qalign,topiq_iaa,topiq_iaa_res50,laion_aes,antelopev2,arcface,buffalo,avset,distance,confi,Score
13_voice_en_35200677_vidtalk,40.25206281,3.449442939,6.22854737,6.547510257,47.82558179,0.289959353,0.314345874,4.650117426,45.33271328,54.44916944,0.437565162,0.574646828,28.7328463,0.321003522,0.302095709,4.298700611,4.900077958,5.59300041,0.737322697,0.841003411,0.730917424,-1,4.757659912,0.964263916,3.6
13_voice_en_35200677_wavlip,31.11346676,5.126211679,5.340195435,5.587570993,51.04346275,0.506708265,0.397370458,4.717801441,41.98043466,52.98227356,0.408891325,0.487411923,35.41606228,0.351715777,0.278099976,4.22903989,4.403074914,5.052361939,0.825660294,0.858503946,0.803110054,-2,7.020864487,0.094433784,2.1
13_voice_en_35200679_ahead,33.8276589,4.557760242,5.795197431,5.501136414,74.66465011,0.489375225,0.472629861,4.391888068,44.89327714,65.47272973,0.349658844,0.581885659,75.74286629,0.529139644,0.213219009,3.571176191,4.205682061,4.943787127,0.65488512,0.679698385,0.60759311,1,3.786780357,0.014809608,1.6
13_voice_en_35200679_dinet,25.02030319,4.903559237,5.242224848,6.106079568,62.87496665,0.527010169,0.415538573,4.834998648,60.35759373,58.18459598,0.618227611,0.638146795,50.1353066,0.413720693,0.387716334,4.857334449,4.631809484,5.411376679,0.629735498,0.773239746,0.650904386,-1,4.314825058,0.076120377,3.6
13_voice_en_35200679_dreamtalk,21.01569943,6.153904416,5.227802973,5.669275128,74.5767722,0.604537246,0.573878372,4.513483075,54.98429136,64.33441145,0.52940872,0.659929996,83.77588569,0.579963443,0.293133158,3.723256673,4.060200753,4.862611166,0.777178554,0.76389635,0.752308966,0,3.487070084,0.680174828,2.5
13_voice_en_35200679_iplap,28.6163899,4.289504486,5.407807196,5.907960811,51.83805963,0.514290241,0.399470539,4.723579651,50.50011313,55.09159119,0.527712053,0.596831522,42.71752986,0.368404786,0.298931018,4.582039318,4.583882772,5.181881446,0.953649932,0.975703356,0.954163603,0,1.353321075,3.276626587,2.2
13_voice_en_35200679_mkittalk,30.08405137,4.527059058,6.200270158,5.592461154,73.31675105,0.383904401,0.421418006,4.139145363,47.27353367,59.09888397,0.444689547,0.624705833,65.52362728,0.491727333,0.147475098,3.610454263,3.752994593,4.87924753,0.801411196,0.809666567,0.815739971,-3,3.236161232,0.77336216,3.2
13_voice_en_35200679_sad,26.64892206,5.008990763,5.802819617,6.340731969,74.47532448,0.422447201,0.447041721,5.268616121,67.36750974,67.20985139,0.434008388,0.637636486,81.17069529,0.558219049,0.570637609,5.091947192,5.022707636,5.436692661,0.788918225,0.898954199,0.793822725,0,3.068265915,0.359116554,4.8
13_voice_en_35200679_vidtalk,39.66349576,3.440690972,6.197101193,6.528191696,47.6675025,0.292362715,0.311406085,4.679503228,45.19876754,54.89585228,0.445065174,0.574824021,28.91590733,0.321932088,0.293698074,4.283859736,4.822373045,5.519473847,0.697531197,0.811506232,0.702526228,-1,4.155569077,0.839712143,2.6
13_voice_en_35200679_wavlip,30.51538949,5.139390971,5.314142193,5.500497205,51.09727947,0.513392297,0.399089827,4.702166904,42.03680385,53.3418467,0.420916591,0.492389807,35.54941497,0.353608917,0.264811366,4.238258085,4.375998483,4.987632085,0.811608045,0.85259743,0.795173473,-2,5.350647926,0.098470688,2.1
13_voice_en_35200681_ahead,33.54639553,4.544917866,6.043879847,5.523569233,74.72066563,0.495161942,0.449889496,4.351703417,44.89009023,64.12472153,0.355558347,0.576819725,75.93553035,0.520699454,0.195053122,3.54409292,4.364521078,4.980306577,0.648125847,0.67453597,0.615055669,0,4.753098488,0.105519295,1.8
13_voice_en_35200681_dinet,25.37181949,4.884269818,5.257396598,6.114307014,62.95220331,0.527567225,0.416859926,4.832010489,60.52884465,58.17770359,0.622212724,0.639066844,50.14964882,0.415088477,0.400963667,4.882300088,4.628094533,5.427188768,0.628531547,0.775185904,0.65520794,-1,4.040315628,0.471632004,3
13_voice_en_35200681_dreamtalk,21.31367196,6.260653098,5.255429931,5.725187603,74.80604959,0.615471385,0.579115262,4.465191362,54.98129621,64.12415839,0.558077885,0.648275777,83.9346005,0.588670076,0.291508887,3.740130811,4.00111896,4.92931238,0.785515459,0.765775921,0.767734553,-1,3.465604782,0.266608238,3.2
13_voice_en_35200681_iplap,28.6662902,4.296231886,5.418516076,5.944668715,51.8939155,0.514578609,0.398393481,4.715337038,50.61391709,55.06661535,0.537433361,0.600521903,42.54606389,0.367712876,0.303321534,4.595725005,4.616423354,5.220277039,0.949502399,0.972389554,0.950135314,0,2.352847099,1.396925926,2.9
13_voice_en_35200681_mkittalk,30.2700074,4.410783242,6.211185138,5.596835814,73.6666013,0.374307743,0.422676307,4.12515268,48.20665527,60.07610224,0.461120257,0.613496311,63.79916323,0.497385431,0.126149576,3.719883969,3.757404081,5.009535764,0.769846731,0.780975654,0.783727833,-3,3.318715096,0.648258209,3.2
13_voice_en_35200681_sad,26.71789741,4.93633834,5.884021862,6.368785747,74.56258573,0.431034085,0.44688573,5.251705535,67.35758835,66.99446445,0.412502893,0.626061314,80.08038292,0.561680213,0.58424389,5.078320075,4.955227009,5.519553713,0.743221791,0.861126833,0.74484993,0,3.644119263,0.794671059,4.8
13_voice_en_35200681_vidtalk,40.30953651,3.452034296,6.208787719,6.547357804,47.91553213,0.295494358,0.314667337,4.640730964,45.23101889,54.6907114,0.444149905,0.57571409,28.74433464,0.318399218,0.291637939,4.302004404,4.834186128,5.622996287,0.736859274,0.835051778,0.728895115,-2,4.903604031,0.597166538,2.8
13_voice_en_35200681_wavlip,31.10595636,5.121513847,5.343405561,5.573202326,51.07634883,0.501816206,0.395592406,4.715009289,42.37498887,52.89310358,0.402287221,0.482627006,35.34053449,0.352929557,0.265842915,4.206257907,4.361074489,5.060260151,0.82432992,0.851764565,0.796812915,-2,6.178682327,0.659872055,2.1
13_voice_en_35200709_ahead,34.03083167,4.511345529,6.132625939,5.399596879,74.80070201,0.487674083,0.475405415,4.405985645,45.06217754,64.78687401,0.356210409,0.575179285,76.17124683,0.519599886,0.187036083,3.644956296,4.290635427,4.911688385,0.66043918,0.676586835,0.628135963,0,5.396950722,0.037257195,1.7
13_voice_en_35200709_dinet,24.96259814,4.898272446,5.239505641,6.145853005,63.06245591,0.526559945,0.415851096,4.829146874,60.7856991,58.02136185,0.619336971,0.635702186,50.4692761,0.415087932,0.409831219,4.869977345,4.636068226,5.465691107,0.644860765,0.780175606,0.654840461,-1,4.850955963,0.97600174,3.6
13_voice_en_35200709_dreamtalk,20.16846263,6.275444801,5.229089018,5.733130874,74.88718215,0.612743844,0.575684128,4.497107684,55.09725306,64.79130695,0.526781415,0.657413137,83.10822115,0.578932173,0.309430744,3.703298439,4.017565809,4.935851196,0.765360292,0.75582149,0.742267368,-1,5.0125103,0.369105339,3.1
13_voice_en_35200709_iplap,28.48547348,4.286300899,5.412456109,5.888709487,51.74847361,0.515258442,0.40014938,4.729207261,50.58257239,55.11297761,0.52980543,0.598559694,42.92157015,0.368696892,0.309116527,4.571325984,4.571799105,5.168388895,0.956426787,0.977281559,0.954695556,0,2.398491859,1.749838829,3
13_voice_en_35200709_mkittalk,30.3292069,4.51354207,6.240149326,5.644513388,73.11325597,0.383006634,0.41983368,4.182645235,48.30997456,59.29330377,0.458022686,0.6199329,65.34708054,0.491968015,0.134516507,3.683462196,3.751604367,4.922261394,0.801405214,0.800648416,0.814218112,-3,2.949027061,0.602754593,3.4
13_voice_en_35200709_sad,26.8620827,4.883891489,5.846837444,6.347657242,74.59703888,0.411658835,0.443530647,5.280442559,67.38170074,66.71850107,0.424994213,0.634753031,80.01622103,0.553781392,0.570390263,5.100673905,5.021768169,5.397996963,0.768031079,0.878703096,0.7653181,-1,3.809004784,0.029125214,4.6
13_voice_en_35200709_vidtalk,39.742232,3.450462562,6.198047921,6.52303966,47.46066383,0.294116808,0.311801922,4.654172712,45.3285167,54.63778797,0.442441459,0.574182453,28.74086063,0.319447406,0.296930509,4.284384989,4.832468104,5.570812211,0.716046461,0.827075979,0.716132035,-1,4.877851486,0.886666298,3
13_voice_en_35200709_wavlip,30.6676819,5.140437151,5.32916458,5.528821096,51.01279511,0.507474397,0.398162963,4.698790974,42.40783063,53.09070203,0.410301651,0.485581734,35.80796641,0.350809478,0.265952164,4.213313798,4.36511315,5.017597791,0.818644335,0.855858437,0.800903142,-2,6.157408237,0.243556499,2.4
13_voice_en_35200710_ahead,33.11272183,4.527754322,6.08514961,5.453138771,74.64453255,0.500060766,0.486094184,4.421187947,45.54210785,65.200771,0.351824059,0.577702608,76.58649519,0.529916581,0.193056398,3.618957869,4.180476137,5.001139266,0.661232347,0.679144478,0.602654908,0,5.82127285,0.170042992,2.2
13_voice_en_35200710_dinet,26.35172511,4.830418071,5.331501438,6.097499664,62.80350776,0.525039164,0.414772963,4.853666823,60.27737696,57.97318439,0.616918104,0.637263949,49.54467871,0.413528536,0.403430606,4.867370322,4.653739614,5.409253145,0.64490828,0.786170991,0.666716046,-1,4.569047928,0.057163239,3.2
13_voice_en_35200710_dreamtalk,19.29527091,6.247326034,5.319375287,5.68557842,74.95057966,0.624728452,0.591597741,4.483092566,55.61672551,64.59368652,0.56362527,0.653674036,84.77478721,0.586997142,0.324895137,3.736266145,4.098575463,5.079348584,0.80153245,0.781477884,0.775883459,-1,5.563278198,0.937376976,3.6
13_voice_en_35200710_iplap,29.58960605,4.166663654,5.46491006,5.935200611,51.71492082,0.513812365,0.397633251,4.727088056,50.32060166,55.18966086,0.522021952,0.595190154,41.96428985,0.367566534,0.300377338,4.568133153,4.584331325,5.160866182,0.953834924,0.976364253,0.951765437,0,2.122159004,2.682275772,3.5
13_voice_en_35200710_mkittalk,26.85833291,4.397148596,6.459634036,5.614497094,73.68832284,0.374343554,0.434872521,4.250765145,47.10440049,60.12172975,0.422160282,0.616704607,66.79058086,0.498306635,0.138451938,3.724778149,3.826031243,4.844437953,0.790867175,0.788900379,0.818544444,-2,3.497060776,0.548230171,3.1
13_voice_en_35200710_sad,25.62546886,4.997221505,5.853548322,6.405610871,74.36595975,0.419406344,0.44947086,5.278244739,67.61321449,67.09647946,0.438088494,0.650760559,80.96281494,0.56607609,0.577769071,5.154382249,5.013868012,5.444025234,0.785843274,0.882685239,0.782433598,-1,3.737858772,0.297277451,4.4
13_voice_en_35200710_vidtalk,40.65744214,3.43938844,6.221091117,6.554218364,47.91098089,0.295545246,0.314112468,4.654750124,45.39267119,54.93543107,0.447346086,0.57644413,28.71403229,0.321699857,0.293247363,4.281802941,4.821458049,5.559859877,0.737358074,0.835152933,0.727235477,-1,6.163811684,0.226694107,3
13_voice_en_35200710_wavlip,31.25922637,5.112821024,5.383440716,5.562259314,50.94763132,0.505372575,0.398402077,4.714979703,41.81242571,53.16357367,0.419257601,0.492215322,35.46210009,0.348680005,0.270399454,4.211136274,4.429970537,5.100168463,0.824799366,0.846502984,0.802433788,-3,6.374597549,0.039068222,2
14_voice_en_34929723_ahead,4.297211931,5.879123218,5.718994977,4.601558263,78.25383763,0.594217608,0.582647258,4.248883544,57.47107545,62.32388242,0.48220854,0.623104507,82.05878251,0.632612708,0.171348082,3.836876527,4.438087815,4.944139729,0.689576733,0.761324659,0.682791637,1,5.148926735,0.708625793,2
14_voice_en_34929723_dinet,13.53965748,7.521422231,2.838713122,5.570093436,73.1034271,0.691219004,0.50744225,4.833550313,65.20678611,66.99785688,0.686206787,0.708648434,64.76844311,0.503061146,0.452465119,4.91373354,5.28011013,5.038108059,0.703002254,0.816868879,0.668976853,-1,4.450104237,0.686809063,3.4
14_voice_en_34929723_dreamtalk,-3.273476605,8.274329274,4.866612942,5.13922541,78.28827877,0.697496125,0.596621721,4.358600547,61.25548205,61.6000863,0.598726199,0.596926602,82.64111499,0.638302888,0.26498833,4.003564492,4.472497056,4.936086311,0.745140568,0.773367966,0.699740105,0,4.436980247,0.046368599,2.6
14_voice_en_34929723_iplap,14.9233517,7.507116622,2.87500886,5.433129814,68.77428841,0.687413671,0.489119663,4.803674356,58.12535731,66.49883899,0.643941718,0.668708032,57.90422491,0.463882247,0.353690902,4.789256819,5.142057947,5.054913787,0.954140351,0.972695911,0.952480442,0,3.059620857,0.83973217,2.8
14_voice_en_34929723_mkittalk,20.10178612,5.44785816,5.552344522,4.263347701,75.50025455,0.471993981,0.451001566,4.078726314,52.5348686,55.00023413,0.516959612,0.57271194,64.5151961,0.555708849,0.166245752,3.866236816,4.159253574,4.576572226,0.826418641,0.84009411,0.800491338,-3,2.794356346,0.117255211,3
14_voice_en_34929723_sad,16.47992172,7.612282904,3.747489998,6.047080752,78.10135195,0.53139109,0.514363773,5.10593087,71.87321888,64.43495177,0.436712309,0.70045077,80.7178181,0.604407865,0.49168827,5.07316627,5.445816344,5.316241754,0.831287251,0.889369305,0.824187609,0,5.336511135,0.301932812,4.2
14_voice_en_34929723_vidtalk,23.70322126,5.197554071,4.434889953,5.548854785,64.43393306,0.351499956,0.36771707,4.653823254,53.90101969,62.54036284,0.556681019,0.615544248,44.1232325,0.374006671,0.277769225,4.754428236,5.121460306,5.121321887,0.814063781,0.873835593,0.801662835,-1,5.518109322,0.65236187,2
14_voice_en_34929723_wavlip,16.5186949,7.501386891,2.797993358,5.174427882,66.71805647,0.694085237,0.501597249,4.670541855,50.93871911,62.96844608,0.556579093,0.58043036,53.90587962,0.459888355,0.242252571,4.596144922,5.146935733,4.606372289,0.844219396,0.882613122,0.845679272,-2,6.836453438,0.816332817,2.1
14_voice_en_34929724_ahead,2.990743314,6.242411162,5.371567815,4.753535093,78.27025081,0.619635557,0.603791717,4.278163151,60.33774468,63.54330213,0.470164678,0.617943233,83.52088084,0.639600869,0.174600201,3.984329164,4.507746586,5.060414021,0.713799004,0.768317087,0.698693092,1,5.069533348,0.439789772,3
14_voice_en_34929724_dinet,13.57044777,7.51726472,2.846604865,5.566637711,73.03893997,0.691179168,0.507566348,4.840317394,65.36649922,67.1073837,0.687055664,0.709574348,64.68002617,0.50404819,0.455381611,4.929977828,5.293648188,5.056582703,0.725222571,0.821547713,0.682693925,-1,4.389594078,0.339896202,2.9
14_voice_en_34929724_dreamtalk,-3.256194101,8.257261138,5.001533164,5.123687387,78.00675481,0.699350599,0.601412509,4.373113026,61.62171415,60.91435681,0.604477298,0.60000723,81.64671491,0.633489398,0.264738157,4.04608983,4.607052635,4.972398304,0.757161271,0.775583486,0.712252538,0,3.321206093,0.062628746,2.5
14_voice_en_34929724_iplap,14.91512667,7.508414472,2.871817494,5.434371834,68.78875641,0.687465311,0.489646507,4.806830054,58.07953408,66.6283168,0.644102803,0.66889059,57.93609613,0.463196977,0.355306938,4.792839288,5.136999776,5.045761312,0.954472231,0.972689948,0.95118009,0,3.115439415,0.171707153,3.7
14_voice_en_34929724_mkittalk,20.99399355,5.315821872,5.699936319,4.2579649,75.78337169,0.462416234,0.449787074,4.062637078,51.17307265,54.80364429,0.529757446,0.578132478,65.30434961,0.558908302,0.16347277,3.932158583,4.073714938,4.550421464,0.808113851,0.82838896,0.778276705,-3,3.607375145,0.561146736,2.2
14_voice_en_34929724_sad,16.96762873,7.561464783,3.890049211,6.018816181,78.16479834,0.540545293,0.514187079,5.084663422,71.7321461,64.54225953,0.433648088,0.701107256,80.64140082,0.598089795,0.498605365,5.038735953,5.424876665,5.342516808,0.83820402,0.886961347,0.830877414,0,5.217124462,0.77407217,4.5
14_voice_en_34929724_vidtalk,23.76017317,5.190034024,4.415640711,5.548939738,64.20046822,0.353306141,0.366531199,4.640906521,53.87813519,62.56180795,0.556292759,0.615407908,43.70288566,0.373841225,0.283785752,4.756451659,5.12785478,5.10713371,0.815857039,0.884866195,0.799980592,-1,5.828323364,0.009511948,2.1
14_voice_en_34929724_wavlip,16.37720768,7.507295709,2.774077753,5.168971211,66.5951494,0.692202277,0.504031297,4.672359828,50.94632034,62.98701074,0.551172189,0.577233277,53.89094487,0.45826356,0.237822052,4.604964824,5.147553353,4.604976746,0.85217924,0.889938313,0.847794424,-2,7.04011488,0.181436062,1.9
14_voice_en_34929725_ahead,5.181245965,5.898591301,5.723808335,4.557467409,77.87029618,0.592287661,0.584208615,4.244244941,57.5112853,61.8145172,0.45204602,0.62471309,81.21109601,0.624136881,0.174296317,3.923925707,4.425575824,5.022173545,0.72686186,0.772967271,0.713094802,0,5.133675575,0.365550041,2.1
14_voice_en_34929725_dinet,13.29640645,7.507215193,2.834247274,5.562627047,73.20674906,0.692300778,0.50970993,4.840726201,65.52879745,67.06616024,0.689028549,0.710853986,65.15984188,0.504610594,0.458135042,4.92576914,5.271931148,4.997382131,0.700134511,0.817757826,0.670327372,-1,2.66932869,0.1854105,3.8
14_voice_en_34929725_dreamtalk,-4.542923273,8.295048695,4.971341978,5.166194682,78.64268022,0.701071768,0.606769271,4.408149302,62.38056504,62.07599884,0.593055391,0.592440177,83.22312393,0.650112144,0.313743756,4.062604018,4.589490042,4.961930709,0.749012329,0.767434079,0.722358586,0,4.047456741,0.894745827,2
14_voice_en_34929725_iplap,15.02496779,7.476258259,2.901658863,5.418877614,68.62493678,0.68760971,0.489625986,4.798092303,57.82569109,66.57601073,0.649478804,0.671843879,57.6126216,0.462417362,0.330653449,4.789288554,5.116618436,5.027884501,0.959681616,0.976679915,0.958813889,0,3.180603981,0.045030594,3.4
14_voice_en_34929725_mkittalk,17.96112882,5.744440276,5.688242627,4.338805832,76.43124012,0.487738248,0.477822092,4.147139184,54.24179248,56.3638467,0.562174847,0.582923821,65.45893401,0.569524506,0.193342283,3.974138996,4.221451159,4.612176836,0.817711714,0.849065603,0.793735605,-3,4.658873558,0.531365395,2.2
14_voice_en_34929725_sad,17.32495676,7.525610943,3.899284265,5.996746158,78.27503665,0.53106281,0.511531209,5.094990205,71.74324049,64.57070182,0.438662354,0.690325055,80.80289809,0.596546697,0.501300466,5.012344762,5.464690701,5.34419939,0.841693955,0.89522894,0.839125242,-1,4.082215309,0.670589447,4.1
14_voice_en_34929725_vidtalk,24.02735122,5.169876187,4.458798334,5.547092235,64.03338141,0.351083958,0.367166508,4.642638899,53.99889119,62.42460805,0.558997861,0.620102276,43.59383465,0.372868731,0.286799053,4.752700285,5.140733358,5.119611654,0.809218362,0.882844962,0.794596842,-1,4.584275723,0.538604259,2.7
14_voice_en_34929725_wavlip,16.78836327,7.507461078,2.781046783,5.142605927,66.66034479,0.693355972,0.500635621,4.668483347,51.1527488,63.39758581,0.548060566,0.576411432,53.97221229,0.457825233,0.241081224,4.572385654,5.140982814,4.566083964,0.876193197,0.910469327,0.874601985,-3,6.811512947,0.054273605,2.3
14_voice_en_34929726_ahead,4.482169232,6.173366054,5.430428593,4.760125997,78.14882881,0.605897631,0.593318103,4.320457834,59.88312497,63.30081534,0.456550067,0.624820061,82.77551233,0.634356858,0.164002947,3.997349818,4.460660721,5.018703417,0.718683591,0.773235613,0.711167994,1,4.407557487,0.608056068,2.1
14_voice_en_34929726_dinet,13.20982357,7.500672025,2.857671562,5.567569155,73.24385298,0.692399769,0.509388808,4.853033762,65.47241298,67.30828569,0.694767914,0.714423804,65.1302743,0.504014446,0.448992178,4.937437456,5.283676433,5.024186519,0.722824861,0.820381207,0.685783136,-1,3.965338707,0.711913109,3.5
14_voice_en_34929726_dreamtalk,-5.456387177,8.251695525,4.875787637,5.168537289,78.4233896,0.697317302,0.607948473,4.363748376,61.68472396,62.06156764,0.599580659,0.60668241,82.98063788,0.645046405,0.274795562,4.029141862,4.553167179,4.979234755,0.766092275,0.788423223,0.737924777,0,3.575214386,0.098493576,3.2
14_voice_en_34929726_iplap,14.49252658,7.489726277,2.876776102,5.431548625,68.82863691,0.688529759,0.492614795,4.812198381,58.3617157,66.63988587,0.650254485,0.672079834,58.07088336,0.463945586,0.326043868,4.781473271,5.121312835,5.023419318,0.95955113,0.976423451,0.957744402,0,3.760415077,0.601078987,2.7
14_voice_en_34929726_mkittalk,20.64554026,5.173340006,5.863677512,4.177860077,75.52452817,0.457106093,0.447291423,4.050409188,50.46730027,53.76097938,0.492925774,0.563918501,62.41594088,0.553341088,0.16563032,3.863667796,4.139069147,4.551058684,0.835430899,0.85354933,0.807996341,-3,5.005275726,0.177933693,2.5
14_voice_en_34929726_sad,16.01709034,7.602594944,3.779947294,5.994102769,78.29744077,0.547544028,0.516496677,5.071092764,72.60427954,64.0038825,0.432783686,0.699666134,81.19698628,0.60054342,0.491108478,5.033822698,5.504592025,5.345891414,0.851204207,0.901155567,0.854761357,-1,4.379018307,0.871306896,4.6
14_voice_en_34929726_vidtalk,23.86951171,5.171894383,4.448708535,5.537729975,63.72967097,0.346283357,0.368129847,4.654235576,53.69390844,62.49496923,0.555222383,0.615813525,43.31055733,0.373771546,0.28020373,4.736349745,5.116158446,5.156767712,0.807195949,0.879940807,0.799910719,-1,5.610577583,0.770360947,2.3
14_voice_en_34929726_wavlip,16.50288751,7.502290793,2.779971963,5.15793636,66.82359938,0.695689682,0.502166754,4.680060865,51.22286957,63.32144811,0.566118615,0.588599846,53.83753848,0.459902077,0.242497658,4.61019798,5.150509294,4.638426868,0.863911843,0.897320284,0.864506107,-2,6.601025105,0.750006199,1.8
14_voice_en_34929727_ahead,5.863215601,5.966413356,5.478825882,4.675013164,77.83151224,0.599269497,0.591755723,4.231825479,59.01119378,62.71231963,0.463882234,0.634661691,82.36263765,0.634856295,0.168704668,3.868777141,4.38207392,5.040038911,0.738384482,0.7811234,0.720198891,1,4.260579109,0.035610199,2.8
14_voice_en_34929727_dinet,13.77774614,7.4835092,2.866184551,5.555668415,73.05526392,0.691314663,0.506834443,4.832771798,65.19483306,67.17346835,0.689883783,0.710363799,64.78193474,0.502717489,0.438991962,4.939329839,5.255075172,5.038106204,0.719871549,0.825850081,0.68056626,-1,3.546750546,0.629772663,3.4
14_voice_en_34929727_dreamtalk,-5.783554108,8.336598508,4.910277855,5.166546949,78.68938164,0.699020532,0.619954041,4.44345897,62.54208017,62.61266005,0.616910796,0.617258823,83.87559746,0.648800304,0.277781473,4.055045884,4.585003273,4.973905323,0.761635843,0.785854596,0.733906518,0,3.961601257,0.393877029,3.2
14_voice_en_34929727_iplap,14.99441111,7.479893348,2.902477933,5.423346571,68.60695926,0.687574235,0.489617267,4.800382273,57.91348764,66.65845458,0.649982076,0.670754212,57.70700051,0.462320304,0.336548254,4.785908847,5.125071665,5.037723628,0.959503903,0.974006617,0.957549432,0,2.631002426,0.108990669,2.7
14_voice_en_34929727_mkittalk,18.29102832,5.763015333,5.458713957,4.397646181,76.26021203,0.488610917,0.474883416,4.092280458,53.98328709,55.90354567,0.585114153,0.59783282,66.36761587,0.566246268,0.180021071,3.887984107,4.12389286,4.618733233,0.819152599,0.841309817,0.797544908,-2,2.226947784,0.870934486,3.4
14_voice_en_34929727_sad,18.94319903,7.491038808,4.027936027,5.969004587,78.27852097,0.538532232,0.511749634,5.099187887,71.32367145,64.07696986,0.439112474,0.69365756,82.23886887,0.604188328,0.495063768,5.061859861,5.461784179,5.303946799,0.831886903,0.882705865,0.828072357,0,4.259751797,0.53661108,4.7
14_voice_en_34929727_vidtalk,24.06538852,5.166713399,4.457330232,5.537427203,63.87510532,0.350845823,0.366483292,4.65205026,53.78758173,62.55574987,0.557383657,0.618290677,43.66124594,0.373580471,0.284628945,4.769259354,5.101543433,5.126112515,0.808929639,0.879948082,0.803445962,-1,5.43472147,0.086609364,2.2
14_voice_en_34929727_wavlip,16.92396043,7.503717518,2.788283595,5.16319175,66.36675733,0.693868898,0.499482047,4.662772722,50.93298011,63.04687213,0.549867907,0.578269648,53.6860279,0.459028749,0.240118168,4.596844317,5.141109229,4.60567436,0.853417524,0.891953804,0.855110045,-2,7.191811562,0.527784348,2
15_voice_en_34989531_ahead,23.82076924,4.566357277,7.006294346,3.758378739,76.35518477,0.594635502,0.558405081,4.064277759,53.97284099,68.28014413,0.426171037,0.592429165,88.47608176,0.577558008,0.151380616,3.531389179,4.158880256,4.459267701,0.639534614,0.690160069,0.564741275,1,5.329429626,0.33354187,1
15_voice_en_34989531_dinet,6.053941509,7.16383159,3.148874329,5.039570829,73.80529497,0.672063322,0.527757105,4.96334453,72.55716533,69.15475658,0.654534478,0.674348809,69.56038665,0.505103787,0.438130916,5.064516015,5.418614122,4.599457045,0.632947912,0.797834008,0.619516005,-1,2.589697838,0.28805542,2.1
15_voice_en_34989531_dreamtalk,11.23774175,6.920705243,5.331293569,4.352161214,77.42884799,0.689975389,0.584738491,4.468873621,68.72119234,68.83376327,0.570656342,0.578857817,86.40449928,0.640007353,0.299828499,4.185138411,4.487874403,5.325575204,0.668773895,0.711887082,0.609942124,0,4.140514374,0.339654922,1.8
15_voice_en_34989531_iplap,4.358704958,7.096272021,3.31941796,4.354904698,67.54554718,0.667096319,0.517344627,4.785438485,58.96116559,64.28171446,0.57784698,0.623713232,63.23058436,0.461280467,0.396928774,4.847265457,5.147581954,4.884599213,0.903697548,0.955473074,0.909837376,0,0.174702644,2.588454247,1.2
15_voice_en_34989531_mkittalk,17.64510002,4.551452169,6.107141596,3.573621692,71.2252114,0.516756243,0.425249131,4.008202586,52.98324654,56.25971391,0.491669081,0.581043799,64.65369918,0.519095688,0.266229689,4.142564696,4.058329227,4.897676592,0.776278857,0.800293661,0.718662872,-3,3.681976318,0.266609192,3.2
15_voice_en_34989531_sad,12.70837989,5.198334929,5.137296865,5.679480601,75.61141631,0.514357306,0.467289108,5.503852549,72.53135714,71.24626675,0.445724493,0.701939876,85.92278547,0.604857895,0.54962907,5.152002749,5.290940236,5.680444739,0.773722423,0.816711814,0.734523812,0,5.246993065,0.810773849,3.6
15_voice_en_34989531_vidtalk,10.50381415,4.696799667,4.60903252,4.604529692,61.98510851,0.405295588,0.370485376,4.409008767,57.81609262,63.50428349,0.432012524,0.563940776,47.3831827,0.37453637,0.278396179,4.617257364,4.931168065,4.78770202,0.748925551,0.842850103,0.713788415,-1,4.767903805,0.820914745,2.1
15_voice_en_34989531_wavlip,0.187432314,7.384099186,3.217893645,3.92020254,66.85789075,0.670517503,0.519232525,4.743670185,53.72868947,58.04528631,0.433609308,0.519141239,58.79057456,0.482840195,0.251108991,4.832661771,5.241146208,4.323746123,0.829318658,0.854513621,0.814562564,-2,6.473810196,0.56363678,1.9
15_voice_en_34989532_ahead,22.71251397,4.582199166,6.634847584,3.850819389,76.17577605,0.606302549,0.551926593,4.092986276,54.00088086,67.12559335,0.433608024,0.607478989,88.08975364,0.578156515,0.135904559,3.573989962,4.224215701,4.40037462,0.62498763,0.67203525,0.557281352,0,5.976940155,0.537236214,0.6
15_voice_en_34989532_dinet,6.067041702,7.141575487,3.153277777,5.062041281,73.93623363,0.672054824,0.527583967,4.960294496,72.40610357,69.22110915,0.650721134,0.672128465,69.56385896,0.502431094,0.414092587,5.101428859,5.41937259,4.544204946,0.658314221,0.813158341,0.644724217,-1,3.229659081,0.745114326,2
15_voice_en_34989532_dreamtalk,9.985005214,7.154104701,5.238602656,4.34262509,77.81722344,0.691500581,0.590678924,4.505535312,68.88101813,69.88805439,0.551582958,0.582352229,87.35605708,0.637985431,0.279580652,4.012335521,4.508726143,5.309290384,0.666022403,0.736489576,0.595916591,-1,4.215385437,0.664297104,2.5
15_voice_en_34989532_iplap,4.237581252,7.101693427,3.298822101,4.358286648,67.63188179,0.668731262,0.521085905,4.797684523,59.09165507,64.44869376,0.587365867,0.629642745,63.48066213,0.461280944,0.388006104,4.850671115,5.151197973,4.901120842,0.8991207,0.953214174,0.900128544,1,0.25937748,3.722791672,0.8
